,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,system_attrs_grid_id,system_attrs_search_space,state
0,0,0.964775362298521,2023-02-24 12:25:33.499656,2023-02-24 12:26:34.841308,0 days 00:01:01.341652,True,5,log2,4,2,500,529,"OrderedDict([('bootstrap', [True, False]), ('max_depth', [5, 10, 30, 50, 80, 90, 100, 110]), ('max_features', ['auto', 'sqrt', 'log2']), ('min_samples_leaf', [1, 2, 3, 4, 5]), ('min_samples_split', [2, 4, 8, 10]), ('n_estimators', [75, 100, 125, 150, 175, 200, 250, 300, 400, 500])])",COMPLETE
