,number,value,datetime_start,datetime_complete,duration,params_max_depth,params_n_estimators,state
0,0,0.980509784523141,2023-02-23 14:55:50.475576,2023-02-23 14:57:42.400078,0 days 00:01:51.924502,50,250,COMPLETE
